City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,sinabang,2.4803,96.3801,27.720000000000027,76,85,1.76,ID,1707059585
1,carnarvon,-24.8667,113.6333,22.720000000000027,70,0,11.62,AU,1707059586
2,isafjordur,66.0755,-23.124,-2.9799999999999613,74,100,5.14,IS,1707059586
3,adamstown,-25.066,-130.1015,24.710000000000036,77,97,2.15,PN,1707059587
4,palmer,42.1584,-72.3287,0.6500000000000341,54,0,3.09,US,1707059588
5,papatowai,-46.5619,169.4708,12.970000000000027,97,100,2.22,NZ,1707059589
6,masterton,-40.9597,175.6575,16.05000000000001,92,9,2.08,NZ,1707059398
7,colonia,50.9333,6.95,12.120000000000005,84,100,8.23,DE,1707059590
8,aasiaat,68.7098,-52.8699,-31.589999999999975,87,21,2.2,GL,1707059591
9,port-aux-francais,-49.35,70.2167,4.900000000000034,86,78,12.88,TF,1707059592
